open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,SMA_20,SMA_50,EMA_20,EMA_50
2025-10-17 08:15:00+00:00,2.2303,2.2315,2.2023,2.222,10448834.9,2025-10-17 08:29:59.999000+00:00,23185500.11016000,108615,4195144.70000000,9301922.93256000,0,,,2.222,2.222
2025-10-17 08:30:00+00:00,2.2219,2.2374,2.2085,2.2106,4670541.8,2025-10-17 08:44:59.999000+00:00,10369233.85275000,62460,2451540.90000000,5442555.05361000,0,,,2.2209142857142856,2.2215529411764705
2025-10-17 08:45:00+00:00,2.2107,2.2214,2.2073,2.2157,3848794.0,2025-10-17 08:59:59.999000+00:00,8520475.98296000,48342,1899495.00000000,4204570.15471000,0,,,2.22041768707483,2.221323414071511
2025-10-17 09:00:00+00:00,2.2156,2.2388,2.2097,2.2356,3286839.0,2025-10-17 09:14:59.999000+00:00,7317481.83021000,50108,1555338.40000000,3462244.18515000,0,,,2.2218636216391316,2.2218832801863533
2025-10-17 09:15:00+00:00,2.2356,2.2396,2.2223,2.2334,2045347.7,2025-10-17 09:29:59.999000+00:00,4563688.84686000,36905,1007376.30000000,2247342.34257000,0,,,2.2229623243401666,2.2223349162574766
2025-10-17 09:30:00+00:00,2.2333,2.2602,2.2321,2.2402,3197061.6,2025-10-17 09:44:59.999000+00:00,7190155.84668000,44350,1834871.50000000,4127759.76385000,0,,,2.2246040077363416,2.223035507776791
2025-10-17 09:45:00+00:00,2.2402,2.245,2.2258,2.226,1936707.0,2025-10-17 09:59:59.999000+00:00,4334680.37739000,27844,1181247.10000000,2644595.91875000,0,,,2.2247369593804995,2.2231517623737798
2025-10-17 10:00:00+00:00,2.2259,2.238,2.214,2.222,1805138.9,2025-10-17 10:14:59.999000+00:00,4020633.29074000,30342,875207.50000000,1949471.66043000,0,,,2.2244762965823566,2.223106595221867
2025-10-17 10:15:00+00:00,2.2221,2.2227,2.1901,2.199,4345926.9,2025-10-17 10:29:59.999000+00:00,9575687.79654000,62668,1877564.10000000,4137403.37070000,0,,,2.2220499826221323,2.2221612385464997
2025-10-17 10:30:00+00:00,2.199,2.2168,2.194,2.2086,3018290.5,2025-10-17 10:44:59.999000+00:00,6654087.40018000,49239,1986121.60000000,4377462.62167000,0,,,2.2207690318962148,2.2216294252701663
2025-10-17 10:45:00+00:00,2.2087,2.2319,2.2084,2.2266,2694338.2,2025-10-17 10:59:59.999000+00:00,5981468.71619000,33768,1562902.10000000,3469726.84886000,0,,,2.221324362191813,2.2218243497693755
2025-10-17 11:00:00+00:00,2.2266,2.2762,2.2253,2.2718,4720586.4,2025-10-17 11:14:59.999000+00:00,10623467.50947000,62096,2717282.50000000,6114088.89328000,0,,,2.2261315657925924,2.2237841791901842
2025-10-17 11:15:00+00:00,2.2717,2.2967,2.2691,2.2832,5864283.6,2025-10-17 11:29:59.999000+00:00,13384602.84899000,74098,3355302.60000000,7656646.06806000,0,,,2.2315666547647264,2.2261142113788046
2025-10-17 11:30:00+00:00,2.2832,2.2885,2.2706,2.28,3128896.8,2025-10-17 11:44:59.999000+00:00,7132660.75630000,40065,1475520.70000000,3364935.90765000,0,,,2.2361793543109427,2.228227379560028
2025-10-17 11:45:00+00:00,2.2799,2.2904,2.2748,2.2831,1842243.7,2025-10-17 11:59:59.999000+00:00,4205137.96474000,31410,1014631.50000000,2315977.24693000,0,,,2.24064798723371,2.230379247028262
2025-10-17 12:00:00+00:00,2.2831,2.3027,2.2796,2.2921,2470820.0,2025-10-17 12:14:59.999000+00:00,5661760.57740000,41404,1323618.80000000,3033541.60057000,0,,,2.2455481789257377,2.2327996687134286
2025-10-17 12:15:00+00:00,2.2921,2.3049,2.2862,2.2938,2081913.2,2025-10-17 12:29:59.999000+00:00,4776846.09284000,31048,1217513.20000000,2793801.39590000,0,,,2.25014359045662,2.235191838567804
2025-10-17 12:30:00+00:00,2.2939,2.302,2.286,2.2962,1625008.8,2025-10-17 12:44:59.999000+00:00,3729544.40932000,24801,890732.30000000,2044231.09552000,0,,,2.2545299151750373,2.2375843154867137
2025-10-17 12:45:00+00:00,2.2961,2.2979,2.2789,2.279,1636007.8,2025-10-17 12:59:59.999000+00:00,3742323.50656000,19901,708427.40000000,1620499.51835000,0,,,2.2568603994440815,2.239208459977431
2025-10-17 13:00:00+00:00,2.279,2.2891,2.2666,2.2667,2274248.1,2025-10-17 13:14:59.999000+00:00,5182183.73257000,27958,921783.30000000,2100280.92273000,0,2.2492799999999997,,2.257797504258931,2.2402865595861594
2025-10-17 13:15:00+00:00,2.2667,2.2784,2.2635,2.2699,2142078.6,2025-10-17 13:29:59.999000+00:00,4863937.33627000,31019,1206393.70000000,2739560.50738000,0,2.2516749999999996,,2.258950122900938,2.2414478709749375
2025-10-17 13:30:00+00:00,2.27,2.2949,2.2593,2.2653,3127038.4,2025-10-17 13:44:59.999000+00:00,7125537.60638000,69123,1569578.50000000,3577564.69927000,0,2.25441,,2.2595548731008486,2.2423832485837636
2025-10-17 13:45:00+00:00,2.2653,2.2997,2.254,2.2848,3511831.7,2025-10-17 13:59:59.999000+00:00,7988109.07124000,58173,1586809.80000000,3613556.41623000,0,2.257865,,2.261959170900768,2.2440466506000867
2025-10-17 14:00:00+00:00,2.2848,2.2912,2.2653,2.2757,2564483.5,2025-10-17 14:14:59.999000+00:00,5832778.72411000,46223,1066219.30000000,2425495.51509000,0,2.2598700000000003,,2.263267821291171,2.245287958419691
2025-10-17 14:15:00+00:00,2.2758,2.2803,2.2572,2.2592,2296066.9,2025-10-17 14:29:59.999000+00:00,5202561.24436000,33816,907317.20000000,2055897.17943000,0,2.26116,,2.2628804097396307,2.245833528677742
2025-10-17 14:30:00+00:00,2.2592,2.2708,2.2403,2.2614,3963160.8,2025-10-17 14:44:59.999000+00:00,8922980.34658000,56888,1796114.70000000,4043761.26368000,0,2.26222,,2.2627394183358565,2.246443978533517
2025-10-17 14:45:00+00:00,2.2614,2.28,2.258,2.2607,2562291.2,2025-10-17 14:59:59.999000+00:00,5819904.09623000,43559,1143546.90000000,2597074.97741000,0,2.263955,,2.262545188018156,2.2470030381988693
2025-10-17 15:00:00+00:00,2.2606,2.2787,2.2585,2.2634,2408732.7,2025-10-17 15:14:59.999000+00:00,5463594.55885000,42065,1472855.10000000,3340991.89492000,0,2.266025,,2.2626265986830933,2.2476460563087177
2025-10-17 15:15:00+00:00,2.2633,2.2832,2.263,2.277,1634974.7,2025-10-17 15:29:59.999000+00:00,3717675.98757000,32250,974075.30000000,2215197.08506000,0,2.2699249999999997,,2.2639954940466085,2.2487971913554348
2025-10-17 15:30:00+00:00,2.2771,2.2876,2.2607,2.2806,1745997.4,2025-10-17 15:44:59.999000+00:00,3974402.44033000,39947,781464.10000000,1779195.75751000,0,2.2735250000000002,,2.265576875565979,2.2500443603218883
2025-10-17 15:45:00+00:00,2.2806,2.3021,2.28,2.3008,2236791.8,2025-10-17 15:59:59.999000+00:00,5124238.79550000,36059,1181279.90000000,2706836.72004000,0,2.277235,,2.2689314588454095,2.2520347775641674
2025-10-17 16:00:00+00:00,2.3009,2.3277,2.2988,2.3047,5448897.5,2025-10-17 16:14:59.999000+00:00,12598729.29741000,67672,3229036.40000000,7465917.26877000,0,2.27888,,2.272337986574418,2.2541000804047884
2025-10-17 16:15:00+00:00,2.3047,2.3186,2.2984,2.3009,1956713.5,2025-10-17 16:29:59.999000+00:00,4518117.13627000,32879,890623.40000000,2056711.13453000,0,2.279765,,2.2750581783292354,2.255935371369307
2025-10-17 16:30:00+00:00,2.3009,2.3059,2.2869,2.2942,1536083.0,2025-10-17 16:44:59.999000+00:00,3526637.97413000,27865,676393.50000000,1553075.13474000,0,2.280475,,2.2768812089645465,2.257435945041099
2025-10-17 16:45:00+00:00,2.2942,2.301,2.2822,2.2922,1667436.6,2025-10-17 16:59:59.999000+00:00,3819207.26232000,25695,779877.10000000,1786153.13997000,0,2.28093,,2.2783401414441133,2.258799241313997
2025-10-17 17:00:00+00:00,2.2922,2.3,2.2847,2.2932,1085514.5,2025-10-17 17:14:59.999000+00:00,2488160.82221000,23014,473844.80000000,1086295.44434000,0,2.2809850000000003,,2.2797553660684833,2.2601482906742327
2025-10-17 17:15:00+00:00,2.2932,2.2967,2.28,2.2818,1149612.1,2025-10-17 17:29:59.999000+00:00,2627191.76416000,17761,378279.90000000,864649.71652000,0,2.280385,,2.27995009310958,2.260997377314459
2025-10-17 17:30:00+00:00,2.2819,2.2929,2.2775,2.2881,840050.5,2025-10-17 17:44:59.999000+00:00,1920672.23134000,17498,451107.40000000,1031363.16034000,0,2.2799799999999997,,2.2807262747181913,2.262060225262912
2025-10-17 17:45:00+00:00,2.2882,2.2966,2.2785,2.2928,1164846.4,2025-10-17 17:59:59.999000+00:00,2666963.24152000,17548,591143.10000000,1353460.68498000,0,2.2806699999999998,,2.2818761533164587,2.2632657066251505
2025-10-17 18:00:00+00:00,2.2928,2.3039,2.2928,2.2943,1197852.1,2025-10-17 18:14:59.999000+00:00,2751941.87334000,19071,615420.10000000,1414002.24514000,0,2.28205,,2.283059376810129,2.26448273773789
2025-10-17 18:15:00+00:00,2.2942,2.3123,2.2926,2.307,977570.3,2025-10-17 18:29:59.999000+00:00,2253076.91701000,17761,514875.80000000,1186249.30673000,0,2.283905,,2.2853394361615456,2.266150081356012
2025-10-17 18:30:00+00:00,2.3071,2.318,2.3047,2.3083,973388.4,2025-10-17 18:44:59.999000+00:00,2249808.90342000,17432,528573.30000000,1221886.73563000,0,2.286055,,2.2875261565271128,2.2678030193420504
2025-10-17 18:45:00+00:00,2.3083,2.311,2.2989,2.3044,745072.7,2025-10-17 18:59:59.999000+00:00,1717047.59369000,14888,307486.30000000,708505.24292000,0,2.2870350000000004,,2.2891331892388163,2.2692381950541267
2025-10-17 19:00:00+00:00,2.3045,2.315,2.304,2.3107,879972.3,2025-10-17 19:14:59.999000+00:00,2032618.14674000,17172,510049.20000000,1178230.16684000,0,2.288785,,2.291187171216072,2.270864148189259
2025-10-17 19:15:00+00:00,2.3107,2.3124,2.3004,2.3037,728929.0,2025-10-17 19:29:59.999000+00:00,1681272.21843000,12648,269319.80000000,621053.66651000,0,2.29101,,2.2923788691954936,2.2721518286524254
2025-10-17 19:30:00+00:00,2.3037,2.3037,2.2914,2.2968,801612.5,2025-10-17 19:44:59.999000+00:00,1840899.94634000,15020,337898.50000000,775908.04480000,0,2.2927799999999996,,2.2927999292721135,2.273118423607232
2025-10-17 19:45:00+00:00,2.2968,2.3009,2.2914,2.297,632009.8,2025-10-17 19:59:59.999000+00:00,1451606.11826000,14097,329106.60000000,755871.80806000,0,2.294595,,2.2931999360081026,2.274054956014792
2025-10-17 20:00:00+00:00,2.2971,2.3086,2.296,2.3069,846416.0,2025-10-17 20:14:59.999000+00:00,1947018.86232000,10411,515316.70000000,1185228.18275000,0,2.29677,,2.294504704007331,2.275342996955388
2025-10-17 20:15:00+00:00,2.307,2.3204,2.3055,2.3178,862355.2,2025-10-17 20:29:59.999000+00:00,1994299.53586000,11620,540471.40000000,1250030.46744000,0,2.29881,,2.2967233036256802,2.277007977466942
2025-10-17 20:30:00+00:00,2.3178,2.3197,2.309,2.3122,1023961.2,2025-10-17 20:44:59.999000+00:00,2369831.11963000,13891,602418.80000000,1393998.86829000,0,2.30039,2.273828,2.298197274708949,2.278388056781964
2025-10-17 20:45:00+00:00,2.3123,2.318,2.3102,2.311,456988.8,2025-10-17 20:59:59.999000+00:00,1057248.86233000,12158,281478.00000000,651201.84907000,0,2.3009,2.275608,2.299416581879525,2.279666956516005
2025-10-17 21:00:00+00:00,2.3111,2.3245,2.3097,2.3223,798596.3,2025-10-17 21:14:59.999000+00:00,1850760.99693000,12762,403491.70000000,935255.04842000,0,2.30178,2.277842,2.301595955033856,2.2813388405742008
2025-10-17 21:15:00+00:00,2.3222,2.3277,2.3187,2.3277,1180042.2,2025-10-17 21:29:59.999000+00:00,2741838.94772000,10379,545869.30000000,1268246.90917000,0,2.3031200000000003,2.2800819999999997,2.304082054554441,2.283156925257565
2025-10-17 21:30:00+00:00,2.3277,2.3297,2.3229,2.3293,804153.4,2025-10-17 21:44:59.999000+00:00,1870762.08376000,8314,372867.70000000,867320.08330000,0,2.304875,2.281956,2.3064837636444944,2.284966457600406
2025-10-17 21:45:00+00:00,2.3293,2.3372,2.3267,2.3348,726218.0,2025-10-17 21:59:59.999000+00:00,1693091.92388000,12223,411190.60000000,958487.81926000,0,2.3070049999999998,2.2839840000000002,2.3091805480593046,2.286920714165096
2025-10-17 22:00:00+00:00,2.3348,2.3416,2.3261,2.3268,1764159.1,2025-10-17 22:14:59.999000+00:00,4122184.23274000,17586,776750.60000000,1814784.64653000,0,2.3086849999999997,2.285716,2.3108585911012756,2.288484607727249
2025-10-17 22:15:00+00:00,2.3267,2.3294,2.323,2.324,823509.9,2025-10-17 22:29:59.999000+00:00,1915545.50091000,9054,417396.40000000,970947.20334000,0,2.310795,2.287676,2.312110153853535,2.289877368208533
2025-10-17 22:30:00+00:00,2.324,2.3246,2.3127,2.3133,1079742.6,2025-10-17 22:44:59.999000+00:00,2503063.46699000,12789,501709.80000000,1163107.36036000,0,2.312055,2.289502,2.312223472534151,2.2907959027885907
2025-10-17 22:45:00+00:00,2.3134,2.3203,2.3133,2.3176,503447.2,2025-10-17 22:59:59.999000+00:00,1166185.45719000,6287,252009.00000000,583629.91179000,0,2.313295,2.2918740000000004,2.3127355227689934,2.291847043855705
2025-10-17 23:00:00+00:00,2.3176,2.3176,2.3035,2.3045,983564.4,2025-10-17 23:14:59.999000+00:00,2270967.31606000,8879,521351.30000000,1203534.54571000,0,2.313805,2.293792,2.3119511872671845,2.292343238214305
2025-10-17 23:15:00+00:00,2.3044,2.3068,2.2978,2.2987,916243.5,2025-10-17 23:29:59.999000+00:00,2109266.87300000,9159,355545.70000000,818524.36852000,0,2.31339,2.2952339999999998,2.3106891694322145,2.2925925229902147
2025-10-17 23:30:00+00:00,2.2987,2.3049,2.2974,2.3,531217.3,2025-10-17 23:44:59.999000+00:00,1222624.65282000,10735,309750.90000000,712936.83197000,0,2.312975,2.295798,2.309671153295813,2.292883012284716
2025-10-17 23:45:00+00:00,2.3001,2.3015,2.2914,2.2936,964940.7,2025-10-17 23:59:59.999000+00:00,2214478.14348000,11536,525400.50000000,1205582.47167000,0,2.312435,2.296006,2.3081405672676403,2.2929111294500215
2025-10-18 00:00:00+00:00,2.2936,2.301,2.2894,2.2996,1125305.0,2025-10-18 00:14:59.999000+00:00,2583958.44459000,14394,659395.40000000,1514188.16862000,0,2.31188,2.296398,2.3073271799088175,2.29317343809904
2025-10-18 00:15:00+00:00,2.2996,2.315,2.2972,2.3133,812686.4,2025-10-18 00:29:59.999000+00:00,1875247.62044000,11076,584180.20000000,1347989.79644000,0,2.31236,2.297002,2.3078960199175014,2.293962715036333
2025-10-18 00:30:00+00:00,2.3134,2.3188,2.3103,2.3172,550728.3,2025-10-18 00:44:59.999000+00:00,1274759.04319000,9089,351638.10000000,813938.22206000,0,2.31338,2.297504,2.3087821132586916,2.2948739811133394
2025-10-18 00:45:00+00:00,2.3171,2.3183,2.3072,2.3097,401640.5,2025-10-18 00:59:59.999000+00:00,928501.66318000,6603,159342.70000000,368420.00097000,0,2.314015,2.297822,2.3088695310435785,2.295455393618699
2025-10-18 01:00:00+00:00,2.3098,2.3194,2.3078,2.3194,587625.0,2025-10-18 01:14:59.999000+00:00,1359838.28544000,8940,358633.30000000,829869.42305000,0,2.31464,2.298286,2.309872432848952,2.2963943977905146
2025-10-18 01:15:00+00:00,2.3194,2.3276,2.3178,2.3276,683113.8,2025-10-18 01:29:59.999000+00:00,1585917.13623000,8216,405398.90000000,941381.54879000,0,2.31513,2.299258,2.3115607725776233,2.2976181468967694
2025-10-18 01:30:00+00:00,2.3277,2.33,2.3243,2.3252,680060.2,2025-10-18 01:44:59.999000+00:00,1582611.89674000,9806,395563.90000000,920512.81646000,0,2.3157799999999997,2.300428,2.3128597466178493,2.298699788194935
2025-10-18 01:45:00+00:00,2.3252,2.3364,2.3214,2.3343,647449.8,2025-10-18 01:59:59.999000+00:00,1506993.17159000,8385,357148.60000000,831381.78087000,0,2.3169449999999996,2.3017160000000003,2.314901675511387,2.3000958749323885
2025-10-18 02:00:00+00:00,2.3344,2.3416,2.3256,2.3279,1477928.4,2025-10-18 02:14:59.999000+00:00,3451150.73527000,15716,722598.30000000,1688005.40478000,0,2.3172249999999996,2.3029680000000003,2.316139611176969,2.3011862327781776
2025-10-18 02:15:00+00:00,2.3279,2.336,2.3259,2.3342,886409.4,2025-10-18 02:29:59.999000+00:00,2065870.42586000,9714,484947.60000000,1130069.39791000,0,2.3175499999999998,2.303956,2.317859648207734,2.3024808903162883
2025-10-18 02:30:00+00:00,2.3343,2.3371,2.3246,2.3255,1107834.1,2025-10-18 02:44:59.999000+00:00,2581940.01999000,10809,418743.50000000,975676.66488000,0,2.31736,2.304952,2.3185873007593782,2.3033836004999633
